driverId,driverName,driverLicense,carId,carNumber,teamId,teamName,class,vehicle,lapCount,validLapCount,validNonPitLapCount,stintCount,bestValidLapSeconds,medianValidNonPitLapSeconds,best20LapAverageSeconds,medianDeltaToClassHourSeconds,medianDeltaToOverallHourSeconds,medianSector1Seconds,medianSector2Seconds,medianSector3Seconds,classDriverCount,classMedianDriverCount,classMedianRank,classMedianPercentile,classBest20DriverCount,classBest20Rank,classBest20Percentile,sourceState,sourceHash
driver_alessio_rovera,Alessio Rovera,Platinum,car_imsa_2025_triarsi_competizione_023,023,team_triarsi_competizione,Triarsi Competizione,GTD,Ferrari 296 GT3,165,145,145,12,107.931,110.024,109.7404,-0.038,0.778,25.924,51.302,32.898,86,86,51,0.4118,86,57,0.3412,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_charles_scardina,Charles Scardina,Bronze,car_imsa_2025_triarsi_competizione_023,023,team_triarsi_competizione,Triarsi Competizione,GTD,Ferrari 296 GT3,138,127,127,6,109.261,111.123,110.0611,0.725,1.651,26.15,51.694,33.194,86,86,81,0.0588,86,68,0.2118,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_eddie_cheever,Eddie Cheever,Gold,car_imsa_2025_triarsi_competizione_023,023,team_triarsi_competizione,Triarsi Competizione,GTD,Ferrari 296 GT3,112,104,104,4,107.967,109.7825,109.1188,0.1325,0.939,25.711,51.1675,32.884,86,86,32,0.6353,86,31,0.6471,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_onofrio_triarsi,Onofrio Triarsi,Silver,car_imsa_2025_triarsi_competizione_023,023,team_triarsi_competizione,Triarsi Competizione,GTD,Ferrari 296 GT3,154,140,140,7,108.664,110.42,109.4156,0.4563,1.3262,26.006,51.4055,32.908,86,86,63,0.2706,86,42,0.5176,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_jake_walker,Jake Walker,Silver,car_imsa_2025_turner_motorsport_96,96,team_turner_motorsport,Turner Motorsport,GTD,BMW M4 GT3 EVO,142,130,130,6,108.479,109.9315,109.5651,0.1812,1.076,26.053,51.0455,32.859,86,86,42,0.5176,86,52,0.4,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_jens_klingmann,Jens Klingmann,Gold,car_imsa_2025_turner_motorsport_96,96,team_turner_motorsport,Turner Motorsport,GTD,BMW M4 GT3 EVO,190,176,176,7,107.928,109.227,108.9391,-0.3383,0.5047,25.798,50.8975,32.548,86,86,5,0.9529,86,17,0.8118,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_patrick_gallagher,Patrick Gallagher,Silver,car_imsa_2025_turner_motorsport_96,96,team_turner_motorsport,Turner Motorsport,GTD,BMW M4 GT3 EVO,161,147,147,7,108.001,110.153,109.4327,-0.106,0.88,26.028,51.364,32.801,86,86,58,0.3294,86,43,0.5059,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_robby_foley,Robby Foley,Gold,car_imsa_2025_turner_motorsport_96,96,team_turner_motorsport,Turner Motorsport,GTD,BMW M4 GT3 EVO,226,211,211,8,107.936,109.798,109.0908,-0.118,0.6935,25.972,51.215,32.679,86,86,33,0.6235,86,29,0.6706,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_garnet_patterson,Garnet Patterson,Silver,car_imsa_2025_united_autosports_usa_2,2,team_united_autosports_usa,United Autosports USA,LMP2,ORECA LMP2 07,51,47,47,2,100.388,101.664,101.5528,-1.318,-7.902,24.319,47.492,29.723,47,47,27,0.4348,46,30,0.3556,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_nick_boulle,Nick Boulle,Bronze,car_imsa_2025_united_autosports_usa_2,2,team_united_autosports_usa,United Autosports USA,LMP2,ORECA LMP2 07,142,129,129,7,100.774,102.747,102.1525,-0.046,-6.675,24.537,47.965,30.098,47,47,36,0.2391,46,36,0.2222,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_oliver_jarvis,Oliver Jarvis,Platinum,car_imsa_2025_united_autosports_usa_2,2,team_united_autosports_usa,United Autosports USA,LMP2,ORECA LMP2 07,46,42,42,2,99.646,101.343,104.4344,-0.4658,-7.9365,24.3195,47.174,29.855,47,47,17,0.6522,46,46,0.0,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_daniel_goldburg,Daniel Goldburg,Bronze,car_imsa_2025_united_autosports_usa_22,22,team_united_autosports_usa,United Autosports USA,LMP2,ORECA LMP2 07,157,142,142,8,100.838,102.78,102.0855,0.1263,-6.562,24.5805,48.083,30.113,47,47,37,0.2174,46,35,0.2444,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_james_allen,James Allen,Gold,car_imsa_2025_united_autosports_usa_22,22,team_united_autosports_usa,United Autosports USA,LMP2,ORECA LMP2 07,176,158,158,9,99.121,101.3535,100.7007,0.0023,-7.4805,24.173,47.38,29.7365,47,47,19,0.6087,46,20,0.5778,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_paul_di_resta,Paul Di Resta,Platinum,car_imsa_2025_united_autosports_usa_22,22,team_united_autosports_usa,United Autosports USA,LMP2,ORECA LMP2 07,251,226,226,13,99.074,101.105,100.2638,-0.2005,-7.6595,24.0045,47.378,29.586,47,47,12,0.7609,46,6,0.8889,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_rasmus_lindh,Rasmus Lindh,Silver,car_imsa_2025_united_autosports_usa_22,22,team_united_autosports_usa,United Autosports USA,LMP2,ORECA LMP2 07,181,163,163,9,99.536,101.272,100.7771,-0.33,-7.662,24.106,47.237,29.788,47,47,16,0.6739,46,22,0.5333,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_anthony_mcintosh,Anthony McIntosh,Bronze,car_imsa_2025_van_der_steur_racing_19,19,team_van_der_steur_racing,van der Steur Racing,GTD,Aston Martin Vantage GT3 Evo,154,140,140,7,108.479,110.8785,110.3302,0.4925,1.5315,26.232,51.5885,32.956,86,86,74,0.1412,86,75,0.1294,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_maxime_robin,Maxime Robin,Silver,car_imsa_2025_van_der_steur_racing_19,19,team_van_der_steur_racing,van der Steur Racing,GTD,Aston Martin Vantage GT3 Evo,164,152,152,6,108.574,110.904,109.9434,1.1128,1.9553,26.2455,51.669,32.8765,86,86,75,0.1294,86,63,0.2706,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_rory_van_der_steur,Rory van der Steur,Silver,car_imsa_2025_van_der_steur_racing_19,19,team_van_der_steur_racing,van der Steur Racing,GTD,Aston Martin Vantage GT3 Evo,154,142,142,6,108.214,110.7905,110.2329,0.835,1.6483,26.2005,51.6315,32.924,86,86,72,0.1647,86,74,0.1412,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_valentin_hasse_clot,Valentin Hasse-Clot,Gold,car_imsa_2025_van_der_steur_racing_19,19,team_van_der_steur_racing,van der Steur Racing,GTD,Aston Martin Vantage GT3 Evo,247,230,230,9,107.488,109.825,109.239,0.0735,0.8665,26.015,51.217,32.5935,86,86,34,0.6118,86,36,0.5882,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_frankie_montecalvo,Frankie Montecalvo,Silver,car_imsa_2025_vasser_sullivan_racing_12,12,team_vasser_sullivan_racing,Vasser Sullivan Racing,GTD,Lexus RC F GT3,155,141,141,7,109.275,110.96,110.8661,0.908,1.8655,26.193,51.611,33.133,86,86,77,0.1059,86,81,0.0588,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_jack_hawksworth,Jack Hawksworth,Gold,car_imsa_2025_vasser_sullivan_racing_12,12,team_vasser_sullivan_racing,Vasser Sullivan Racing,GTD,Lexus RC F GT3,113,103,103,5,108.735,110.319,109.9994,0.346,1.026,25.991,51.509,32.825,86,86,62,0.2824,86,66,0.2353,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_kyle_kirkwood,Kyle Kirkwood,Gold,car_imsa_2025_vasser_sullivan_racing_12,12,team_vasser_sullivan_racing,Vasser Sullivan Racing,GTD,Lexus RC F GT3,131,114,114,9,109.281,110.679,110.1343,0.4707,1.4495,26.1545,51.663,32.8685,86,86,70,0.1882,86,70,0.1882,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_parker_thompson,Parker Thompson,Silver,car_imsa_2025_vasser_sullivan_racing_12,12,team_vasser_sullivan_racing,Vasser Sullivan Racing,GTD,Lexus RC F GT3,174,162,162,6,108.002,110.621,109.8012,0.7765,1.7502,26.132,51.5065,32.9345,86,86,68,0.2118,86,59,0.3176,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_aaron_telitz,Aaron Telitz,Gold,car_imsa_2025_vasser_sullivan_racing_14,14,team_vasser_sullivan_racing,Vasser Sullivan Racing,GTDPRO,Lexus RC F GT3,188,172,172,9,108.565,109.9815,109.3701,0.6605,1.1175,25.966,51.3105,32.7255,54,54,47,0.1321,52,42,0.1961,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_ben_barnicoat,Ben Barnicoat,Platinum,car_imsa_2025_vasser_sullivan_racing_14,14,team_vasser_sullivan_racing,Vasser Sullivan Racing,GTDPRO,Lexus RC F GT3,204,190,190,7,108.5,109.785,109.3145,0.4063,0.956,25.8865,51.224,32.653,54,54,41,0.2453,52,40,0.2353,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_kyle_kirkwood,Kyle Kirkwood,Gold,car_imsa_2025_vasser_sullivan_racing_14,14,team_vasser_sullivan_racing,Vasser Sullivan Racing,GTDPRO,Lexus RC F GT3,119,107,107,6,108.713,110.257,109.9899,0.585,1.0575,26.07,51.443,32.739,54,54,49,0.0943,52,49,0.0588,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_townsend_bell,Townsend Bell,Gold,car_imsa_2025_vasser_sullivan_racing_14,14,team_vasser_sullivan_racing,Vasser Sullivan Racing,GTDPRO,Lexus RC F GT3,193,175,175,9,108.62,110.244,109.7482,0.826,1.3325,25.989,51.285,32.972,54,54,48,0.1132,52,48,0.0784,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_danny_formal,Danny Formal,Silver,car_imsa_2025_wayne_taylor_racing_45,45,team_wayne_taylor_racing,Wayne Taylor Racing,GTD,Lamborghini Huracan GT3 EVO2,182,169,169,7,107.414,109.656,109.09,-0.247,0.4465,25.983,51.09,32.698,86,86,25,0.7176,86,27,0.6941,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_graham_doyle,Graham Doyle,Silver,car_imsa_2025_wayne_taylor_racing_45,45,team_wayne_taylor_racing,Wayne Taylor Racing,GTD,Lamborghini Huracan GT3 EVO2,154,142,142,6,110.027,112.081,111.3902,1.892,2.8902,26.523,52.182,33.387,86,86,85,0.0118,86,84,0.0235,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_kyle_marcelli,Kyle Marcelli,Gold,car_imsa_2025_wayne_taylor_racing_45,45,team_wayne_taylor_racing,Wayne Taylor Racing,GTD,Lamborghini Huracan GT3 EVO2,171,157,157,7,107.497,109.575,108.8925,-0.01,0.819,25.816,50.978,32.674,86,86,23,0.7412,86,16,0.8235,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_trent_hindman,Trent Hindman,Gold,car_imsa_2025_wayne_taylor_racing_45,45,team_wayne_taylor_racing,Wayne Taylor Racing,GTD,Lamborghini Huracan GT3 EVO2,182,168,168,7,107.831,109.4775,108.681,-0.5145,0.463,25.8545,50.8755,32.67,86,86,17,0.8118,86,3,0.9765,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_indy_dontje,Indy Dontje,Silver,car_imsa_2025_winward_racing_57,57,team_winward_racing,Winward Racing,GTD,Mercedes-AMG GT3,179,165,165,7,107.858,109.486,109.0906,-0.6545,0.097,25.82,50.892,32.734,86,86,18,0.8,86,28,0.6824,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_lucas_auer,Lucas Auer,Platinum,car_imsa_2025_winward_racing_57,57,team_winward_racing,Winward Racing,GTD,Mercedes-AMG GT3,215,195,195,11,107.571,109.283,108.7782,-0.371,0.472,25.8,50.925,32.588,86,86,8,0.9176,86,11,0.8824,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_philip_ellis,Philip Ellis,Gold,car_imsa_2025_winward_racing_57,57,team_winward_racing,Winward Racing,GTD,Mercedes-AMG GT3,168,156,156,6,107.543,109.144,108.8297,-0.5343,0.36,25.7935,50.8195,32.536,86,86,1,1.0,86,14,0.8471,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_russell_ward,Russell Ward,Silver,car_imsa_2025_winward_racing_57,57,team_winward_racing,Winward Racing,GTD,Mercedes-AMG GT3,157,143,143,7,108.041,109.657,109.2435,-0.46,0.346,25.849,50.943,32.79,86,86,26,0.7059,86,37,0.5765,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_adam_adelson,Adam Adelson,Silver,car_imsa_2025_wright_motorsports_120,120,team_wright_motorsports,Wright Motorsports,GTD,Porsche 911 GT3 R (992),162,150,150,6,108.712,110.0745,109.5045,-0.04,0.8405,25.9645,51.2015,32.9515,86,86,55,0.3647,86,47,0.4588,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_ayhancan_guven,Ayhancan Guven,Platinum,car_imsa_2025_wright_motorsports_120,120,team_wright_motorsports,Wright Motorsports,GTD,Porsche 911 GT3 R (992),205,188,188,10,107.422,109.4275,108.7974,-0.4985,0.227,25.8275,50.9955,32.651,86,86,14,0.8471,86,12,0.8706,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_elliott_skeer,Elliott Skeer,Gold,car_imsa_2025_wright_motorsports_120,120,team_wright_motorsports,Wright Motorsports,GTD,Porsche 911 GT3 R (992),184,168,168,8,108.002,109.207,108.7409,-0.494,0.3665,25.7,50.7625,32.6575,86,86,4,0.9647,86,8,0.9176,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_tom_sargent,Tom Sargent,Silver,car_imsa_2025_wright_motorsports_120,120,team_wright_motorsports,Wright Motorsports,GTD,Porsche 911 GT3 R (992),168,156,156,6,107.781,109.248,108.9472,-0.4585,0.4592,25.709,50.8955,32.698,86,86,6,0.9412,86,19,0.7882,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
